,tweets,target
344,"""Anytime I try to have people over, he's always on my case about quieting down because he needs to stay up late gra… ",1
345,"""It’s really unnerving, he just ripped apart that poor thing without any remorse."" ",1
346,Bible Study Group Preparing For Bible Aptitude Test  ,1
347,"""Disney Plus has most of the Marvel stuff and some new shows that look promising, but if I’m going to pay $6.99 a m… ",1
348,Guy Just Trying On Shirt Right In Middle Of Store  ,1
349,Disney Plus Apologizes For Apparently Being All That Some Actual Adults Have  ,1
350,"Tiny, Rejuvenated Jimmy Carter Emerges From Pile Of Ashes After Aged Ex-President Bursts Into Flames… ",1
351,Sean Spicer Takes Job In Trump Administration To Help Public Forget Humiliating ‘Dancing With The Stars’ Tenure… ,1
352,Hong Kong Police Shoot And Injure Protester  #WhatDoYouThink? ,1
353,College Freshman Annoyed About Having To Room With 47-Year-Old Adjunct Professor  ,1
354,Stephen Miller Enraged After Discovering Cantaloupe He’s Fucking From Mexico  ,1
355,5 Things To Know About ‘The Crown’ Season 3 ,1
356,Miscalculating Contestant Rushes To Cross Out ‘Fuck Alex Trebek’ Final Jeopardy Answer After Seeing Goodwill From P… ,1
357,Pack Members Worried Young Wolf May Be Sociopath After He Mauls Rabbit  ,1
358,Young Blood Transfusion Startup Reopens  #WhatDoYouThink? ,1
359,Disney Plus Suffers Miserable Debut After Tennis Channel Launches Streaming Service On Same Day… ,1
360,"Your Horoscopes — Week Of November 12, 2019  ",1
361,"‘Is It Too Late To Audition?’ Asks Perfect Actor For Role, Poking Head Into Room Just As Producers Were Giving Up H… ",1
362,"Disney Reveals That Every Disney Movie Takes Place In Single, Unified Universe  ",1
363,"‘We’ll Be Moving Shortly,’ Says Train Conductor Waiting For Workers To Remove Dead Body From Tracks… ",1
364,"Revamped WPA To Create 50,000 New Jobs By Disassembling, Reassembling Hoover Dam  ",1
365,"For more exemplary journalism, visit  ",1
366,Man Can Get By In His Own Language  ,1
367,Sick Fucks Line Up To Gape At Dead Body  ,1
368,"The red-faced individual reportedly confirmed that they were looking at you, yes, you with the stupid fucking face,… ",1
369,Pope Francis Sneaks Leftovers To False God Moloch At Back Door Of St. Peter’s Basilica  ,1
370,"“She had barely gotten out that she was having a baby before she was, like, ‘I can still have wine, though!’” ",1
371,Dalai Lama Triumphantly Names Successor After Discovering Woman With ‘The Purpose Of Our Lives Is To Be Happy’ Twit… ,1
372,Michael Bloomberg Set For 2020 Run  #WhatDoYouThink? ,1
373,"Kicking, Screaming Warren Buffett Dragged From Caesars Palace After Losing Everything At Roulette Wheel… ",1
374,WWE Staff Forced To Shoot Aggressive Wrestler After Child Climbs Into Steel Cage  ,1
375,"Mom Casually Rattles Off The Names, Ages Of Alec Baldwin’s Children  ",1
376,United Airlines Announces Plan To Take Over Lolita Express Routes  ,1
377,Officials Say Outbreak Of Australian Wildfire May Have Spread From Engulfed Passenger Traveling From U.S.… ,1
378,Fascinating History: The Director Of The Original ‘Silent Hill 2’ Just Revealed That The Game’s Iconic Fog Was A Wo… ,1
379,Cocky Atom That Started Out In Cosmos-Shattering Supernova Reduced To Humble Role In Urine Puddle… ,1
380,BREAKING: You Wanna Fucking Go?  ,1
381,Newly Pregnant Woman A Little Too Quick To Remind Everyone She Gets To Have One Glass Of Wine A Week… ,1
382,VA To Improve Veterans’ Health Care With New $500 Million Waiting Room  ,1
383,Congo Warlord Sentence To 30 Years For War Crimes  #WhatDoYouThink? ,1
384,Generous Military Sends $800 In Disability To Man Who Wakes Up Screaming Every Night  ,1
385,Town Nervously Welcomes Veteran Back Home  ,1
386,World War II Hero Cursed Out For Driving Speed Limit  ,1
387,Dallas Cowboys Halftime Show Features Execution Of Texas Prisoner  ,1
388,"‘No, God, No!’ Screams Agonized James Dean Disappearing From Heaven As Filmmakers Finish Constructing CGI… ",1
389,"Grizzled, White-Bearded Donald Driver Emerges From 7-Year-Long Lambeau Leap  ",1
390,Referee Reviewing Replay Excited To See Self On TV  ,1
391,Gates Foundation Pledges $25 Billion To Eradicate Whatever Disease Drives People To Support Taxing The Rich… ,1
392,Lions Switch To No-Coverage Defense To Prevent Mitch Trubisky From Losing Starting QB Job  ,1
393,DNC Leaders Bury Heads In Hands After New Moderate Presidential Recruit Immediately Walks Into Oncoming Traffic… ,1
394,Ford CEO Worried He Never Bringing Back Jobs He Outsourced  ,1
395,Community Theater Gives Part Of Blanche DuBois To Kathy Fucking Hamilton  ,1
396,NRA Issues ‘F’ Rating To Bugs Bunny For Tying Up Guns Into Pretzel Shape  ,1
397,"This Week's Editorial Cartoon: ""Sperms And Conditions""  ",1
398,Republicans Demand Whistleblower Reveal Their Identity In A Wide Open Field Where There’s A Clear Shot… ,1
399,Nick Saban Undergoes Cosmetic Procedure To Unfold Arms  ,1
400,Hardline Pastry Chef Displays American Flag With Raspberry Cream Stripe To Honor Sacrifices Bakers Make Every Day… ,1
401,Man Spends Whole Day Dreading Fun Activity He Signed Up For  ,1
402,NYC Opens $500 Million Decoy Subway Station To Catch Turnstile Jumpers  ,1
403,"On This Day In History: November 9, 2016  ",1
404,"For more world-renowned reportage, visit  ",1
405,Radiator Saving Single Loudest Clank For 3:32 A.M.  ,1
406,"""If one more person asks me for spiritual guidance in the face of adversity, I’m going to blow my fucking brains ou… ",1
407,Report: Red Meat Linked To Contentedly Patting Belly  ,1
408,5 Things To Know About The Controversies Surrounding Jeffrey Epstein ,1
409,NHL Warns Hockey Fans That Banging On Glass Scares Players  ,1
410,"""The divorce was just finalized last week, and they tell you not to rush into anything, so that’s why I’m thinking… ",1
411,Judge Orders Trump To Pay $2 Million For Charity Misuse  #WhatDoYouThink? ,1
412,Study Finds 60% Of Parents Too Busy With Divorce To Worry About Football Safety  ,1
413,The Onion Fact Checks: Could Trump Be Impeached And Run Again? ,1
414,Icy Road Conditions Lead To Multi-Deer Pileup On Highway  ,1
415,‘The Onion’ Launches New Cover-Up Desk To Suppress Today’s Most Damning Stories  ,1
416,ABC News Fires Hot Mic For Converting Sound Waves Of Anchor Revealing Network Spiked Epstein Story… ,1
417,Hallmark Apologizes For Role In Supplying Third Reich With Greeting Cards  ,1
418,Tips For Testifying Before Congress  ,1
419,Jim Jordan Condemns Richard Strauss For Masturbating Right Before Big Match  ,1
420,Performance Art Thieves Rappel From MoMa Ceiling To Steal Nude Marina Abramović Whipping Self With Flaming Rose… ,1
421,This Week's Onion Magazine:  ,1
422,"‘New Day, Same Bullshit,’ Whispers Dalai Lama Before Slapping On Smile To Greet The Masses  ",1
423,Big Tech Donates Billions To Help With California Housing  #WhatDoYouThink? ,1
424,Recently Divorced Dad Waiting For Right Time To Introduce Children To Woman He Hooked Up With Last Night… ,1
425,Tips For Getting Started On ‘Death Stranding’  ,1
426,Man Dies After Secret 4-Year Battle With Gorilla  ,1
427,Cockroaches Feeling Very Optimistic About Future Of Planet  ,1
428,Dunkin’ Donuts Unveils New Seasonal Rotting Jack-O’-Lantern Latte For End Of Fall  ,1
429,Dead Facebook Friend From High School Still Has Cartman Profile Picture  ,1
430,Manager Slits Own Throat After Realizing Some Members Of Company Not On Same Page  ,1
431,Visit  to see more from the standard bearer of global journalism. ,1
432,Middle-Aged Man Having Best Snacks Of His Life  ,1
433,Decorative Throw Pillow Positively Aching For A Quick Plump  ,1
434,".@BillGates: ""It’s heartbreaking to see so many afflicted people driven to delusions that wealthy people should pay… ",1
435,Breaking: Waiter Picking Up Napkin With Bare Hand  ,1
436,How To Handle Gossip In The Workplace  ,1
437,Man Hoping People Notice How Many Folding Chairs He’s Carrying At Once  ,1
438,"Democrats Make Major Gains In Virginia, Kentucky Elections  #WhatDoYouThink? ",1
439,‘Paw Patrol’ Writers Defend Episode Where German Shepherd Cop Shoots Unarmed Black Lab 17 Times In Back… ,1
440,"‘No, God, No!’ Screams Agonized James Dean Disappearing From Heaven As Filmmakers Finish Constructing CGI… ",1
441,Gates Foundation Pledges $25 Billion To Eradicate Whatever Disease Drives People To Support Taxing The Rich… ,1
442,DNC Leaders Bury Heads In Hands After New Moderate Presidential Recruit Immediately Walks Into Oncoming Traffic… ,1
443,Man Watches Video About Habits Of Effective Artists So He Too Can Be Effective Artist  ,1
444,Bar Fight De-Escalates After Both Parties Unable To Tear Off T-Shirts  ,1
445,"On This Day In History: November 7, 2012  ",1
446,Billions Of Blessed Souls Forced To Wander Earth During Heavenly Fumigation  ,1
447,NASA Sends Oven For Cookies To Space  #WhatDoYouThink? ,1
448,Audience Participant Feels Like Drag Queen Deliberately Misconstruing His Answers  ,1
449,"""What can I say? I have a soft spot for the little guy. Guilty as charged!""  ",1
450,"Oh God, Teacher Arranged Desks In Giant Circle  ",1
451,Guy In Philosophy Class Needs To Shut The Fuck Up  ,1
452,Frustrated Nation Calls For Updated Zip-Line Infrastructure  ,1
453,Everyone Still Remembers Time You Threw Up In 5th Grade  ,1
454,Man Recalls Simpler Time When He Only Masturbated To Still Images On Internet  ,1
455,"For the latest from the world’s most unstoppable media juggernaut, visit  ",1
456,Jaws Of Death Used To Stuff Woman Into Burning Car  ,1
457,U.S. Gives Formal Notice Of Exit From Paris Accords  #WhatDoYouThink? ,1
458,"""I’d love to end up somewhere where you can get decent sushi, but honestly, even going someplace warm for the winte… ",1
459,Man With No Real-Life Career Goals Knows Exact Job He’d Want In Harry Potter Universe  ,1
460,"Report: Oyster Cracker–Wise, Nation Doing Pretty Good  ",1
461,Sondland Changes Testimony To Confirm Quid Pro Quo Claims  #WhatDoYouThink? ,1
462,Ford CEO Worried He Never Bringing Back Jobs He Outsourced  ,1
463,Report: Little Help Here?  ,1
464,NRA Issues ‘F’ Rating To Bugs Bunny For Tying Up Guns Into Pretzel Shape  ,1
465,Republicans Demand Whistleblower Reveal Their Identity In A Wide Open Field Where There’s A Clear Shot… ,1
466,Catholic Priest Stuck In Remote Backwater Town Thinking About Molesting Kid Just To Get Transferred… ,1
467,Timeline Of U.S.–Syria Relations  ,1
468,"‘Ooh, Right In The Bean Bag,’ Says Wincing Surgeon Through Every Step Of Vasectomy  ",1
469,Congress Passes Bill To Add Armed Patrol To U.S. Poverty Line  ,1
470,"Mom Locked In Infinite Loop Of Purchasing, Returning Items From Lord &amp; Taylor  ",1
471,New Department Of Interior Program To Reduce Deer Population By Providing Free Condoms To Fawns… ,1
472,Narcissist Convinced Total Strangers Would Want His Organs  ,1
473,Dope Just Galumphing Where Life Takes Him  ,1
474,"To see more unmatched reporting, visit  ",1
475,"Man Just Going To Grab Guitar And Old Four-Track, Go Out To Cabin In Woods, Make Shittiest Album Anyone's Ever Hear… ",1
476,"MTA officials confirmed the act of fare evasion will cause the floor to open up, sending the commuter down a chute… ",1
477,New Report Reveals Kentucky Seniors Forced To Endure Brutal Hazing From Freshman Players  ,1
478,How To File A Lawsuit ,1
479,"""Is there any other way to live?""  ",1
480,"""Until you’ve been in our kitchens and had to make a snap judgment about when to take the cake out of the oven, you… ",1
481,Man’s Heart Stops As Speaker Asks Audience To Turn To Person Next To Them  ,1
482,5 States Hold Major Elections  #WhatDoYouThink? ,1
483,"Bad News, Gamers! ‘Mario &amp; Sonic At The Olympic Games Tokyo 2020’ Will Be The Last Game  ",1
484,Archaeological Dig Uncovers Ancient Race Of Skeleton People  ,1
485,NYC Opens $500 Million Decoy Subway Station To Catch Turnstile Jumpers  ,1
486,So-Called Christian Has Erection  ,1
487,Hardline Pastry Chef Displays American Flag With Raspberry Cream Stripe To Honor Sacrifices Bakers Make Every Day… ,1
488,"This Week's Editorial Cartoon: ""Sperms And Conditions""  ",1
489,Sighing Trump Sexual Assault Accusers Announce They’ll Try Coming Forward Again Next Week  ,1
490,Coworker Apparently Just Going To Stare At Lunch In Microwave For Entire 3-Minute Cook Time  ,1
491,"Maintaining The Mystery: To Avoid Spoiling ‘Death Stranding,’ Kojima Productions Has Canceled The Game At The Last… ",1
492,Sanders Calls His Medicare-For-All Plan ‘Much More Progressive’ Than Warrens  ,1
493,Visa Introduces New Preloaded Debt Card  ,1
494,"Your Horoscopes — Week Of November 5, 2019  ",1
495,Americans Demand New Form Of Media To Bridge Entertainment Gap While Looking From Laptop To Phone… ,1
496,Masochist Dog Enjoys Being Walked Around On Leash While Naked  ,1
497,Man Who Skipped Airport’s Moving Walkway Immediately Realizes What An Arrogant Fool He’s Been… ,1
498,Grasshopper Dismembered By Future Supreme Court Justice  ,1
499,Woman Who Drinks 6 Cups Of Coffee Per Day Trying To Cut Down On Blue Light At Bedtime  ,1
500,"For more exemplary journalism, visit  ",1
501,Locker Room Reporter Still Hasn’t Gotten Used To Seeing Jerry Jones Naked  ,1
502,Studies by the Zwiebel Institute for Underhuman Enrichment have shown that just one hour a day of reading 'The Onio… ,1
503,"""Elderflower? That’s definitely out, and this one seems to be mostly whiskey, but God only knows what gomme syrup i… ",1
504,New Law Requires Welfare Recipients To Submit Sweat To Prove How Hard They’re Looking For Job… ,1
505,"""We’re truly sorry Mr. Spencer wasn’t able to espouse his hateful, anti-Semitic rhetoric during our interview, whic… ",1
506,Gay Teen Worried He Might Be Christian  ,1
507,Report: It Going To Take A Lot More Than ‘Love Shack’ To Bring Wedding Guest Out To Dance Floor… ,1
508,"Emergency Responders Working To Dislodge Commercial Jet From Thick, Polluted Cloud Over New Delhi… ",1
509,"‘America Needs To Dream Bigger,’ Declares Aaron Sorkin To Burberry Employee Who Informed Him Coat He Wanted Out Of… ",1
510,Popeyes Fried Chicken Sandwich Returns  #WhatDoYouThink? ,1
511,Google Launches ‘The Google’ For Older Adults  ,1
512,"Report: Burying, Cremating Baby Boomers To Generate $200 Trillion In GDP  ",1
513,‘The Onion’ Announces New Nationwide Literacy Program Encouraging Kids To Read ‘The Onion’ For An Hour A Day… ,1
514,CNN Responds To Richard Spencer Comments By Apologizing For Not Getting Him To Say Those Things On The Show… ,1
515,Man Spends Hours Surfing Internet Rather Than Dealing With Real Pressing Issues In ‘Harvest Moon: Light Of Hope’… ,1
516,Cocktail Menu Scanned For Drink With Fewest Unfamiliar Ingredients  ,1
517,Timeline Of Studies On The Effects Of Eating Meat  ,1
518,Elite Preschool Boasts 95% Of Graduates Go On To Kindergarten  ,1
519,Head Of National Potato Council Declares U.S. In Midst Of Potato Renaissance  ,1
520,ACLU Stresses That It Legal To Film Garbage Men In All 50 States If You Really Need To  ,1
521,Viewing Ads On Website Sole Way In Which Man Contributing To Economy  ,1
522,Area Spoon Only Rinsed For Past 18 Months  ,1
523,Nation Can’t Wait To Wake Up And Start Eating Again  ,1
524,Poll Shows Support For Impeachment Weakest Among Uncontacted Amazonian Tribes Who Know Nothing Of Our Ways… ,1
